pl_name,ra,dec,pl_bmasse
PSR B1257+12 c,195.0149029,12.6823534,3.4
BD+15 2940 b,240.09564,15.5467507,352.78
mu Leo b,148.1898673,26.0067142,762.8
CoRoT-9 b,280.7866461,6.2040783,
HAT-P-24 b,108.8251171,14.2626064,
WASP-48 b,291.1623865,55.4730273,327.68273
WASP-26 b,4.6030424,-15.2674044,
HATS-6 b,88.1468079,-19.0316268,
WASP-70 A b,315.4771912,-13.4333821,189.74451
WASP-83 b,190.1519558,-19.2843527,
HAT-P-36 b,188.2662048,44.9153672,
WASP-35 b,76.0818912,-6.2297801,228.828
HAT-P-59 b,292.4588212,62.5291892,
HATS-35 b,296.688442,-63.5656488,
HATS-52 b,140.0875894,-31.2692116,
WASP-84 c,131.1069959,1.8598933,
HAT-P-31 b,271.5376722,26.4266061,
Kepler-18 d,298.0794448,44.746248,14.9
WASP-45 b,5.2377567,-35.998465,330.5432
Kepler-7 b,288.5814928,41.0897335,
Kepler-105 b,287.8872376,46.2761224,
HAT-P-3 b,206.0940142,48.028565,
HAT-P-8 b,343.0414932,35.4471778,
HATS-23 b,286.36675,-50.0673496,467.2101
Kepler-12 b,286.2434458,50.0403671,
WASP-67 b,295.7438485,-19.9497314,
HATS-43 b,80.5382418,-30.9708179,
WASP-71 b,29.2634506,0.7588247,712.545
HAT-P-20 b,111.9164295,24.3361185,
KELT-17 b,125.617407,13.7353093,
WASP-192 b,223.6587187,-38.7445469,
HATS-57 b,60.9482779,-19.0568182,
Kepler-105 c,287.8872376,46.2761224,
HATS-72 b,339.0258401,-17.0003046,39.85588
GJ 436 b,175.5505363,26.7030669,
HAT-P-5 b,274.4055335,36.6214617,311.4734
KELT-11 b,161.7069053,-9.3993646,54.34893
KOI-94 e,297.3330716,41.8911186,
Kepler-91 b,285.6729033,44.1167513,
Kepler-210 c,292.5034196,43.0832188,
HAT-P-29 b,33.1310921,51.7787754,
HATS-42 b,108.4523991,-33.4373462,
HAT-P-29 b,33.1310921,51.7787754,245.68259
TOI-905 b,227.6586754,-71.3616316,
WASP-117 b,36.7758112,-50.2844247,
WASP-114 b,327.6656953,10.4629385,
GJ 436 b,175.5505363,26.7030669,25.4
KELT-11 b,161.7069053,-9.3993646,
WASP-170 b,135.4163028,-20.7203686,
TOI-892 b,86.738228,-11.2353401,
WASP-119 b,55.9336392,-65.19378,
KOI-94 c,297.3330716,41.8911186,
HATS-51 b,102.8474248,-29.0586551,
WASP-29 b,357.8791976,-39.9071215,
TOI-201 b,87.4017825,-54.910423,
Kepler-105 b,287.8872376,46.2761224,
HATS-42 b,108.4523991,-33.4373462,
HAT-P-31 b,271.5376722,26.4266061,
Kepler-18 b,298.0794448,44.746248,
WASP-105 b,24.1678686,-50.659308,
HAT-P-20 b,111.9164295,24.3361185,2302.899
HD 202772 A b,319.6995877,-26.6163743,
XO-3 b,65.4695814,57.8172095,
Kepler-9 b,285.5739904,38.4008192,
Kepler-9 b,285.5739904,38.4008192,
Kepler-9 c,285.5739904,38.4008192,
Kepler-9 c,285.5739904,38.4008192,29.9
TrES-2 b,286.8085258,49.3164211,
Kepler-51 c,296.4797624,49.9376486,
Kepler-51 d,296.4797624,49.9376486,
Kepler-51 b,296.4797624,49.9376486,
CoRoT-1 b,102.0798591,-3.1021394,390.9309
KELT-1 b,0.3620995,39.3837953,
Kepler-9 d,285.5739904,38.4008192,
Kepler-9 b,285.5739904,38.4008192,
TrES-4 b,268.3043361,37.2117397,247.9074
HD 219666 b,349.5592665,-56.9039857,
WASP-178 b,227.270329,-42.7049658,
HAT-P-44 b,213.1438604,47.0147826,
Kepler-1651 b,283.6282602,48.3908081,
Kepler-100 b,291.3861294,41.9901394,
Kepler-91 b,285.6729033,44.1167513,
Kepler-210 b,292.5034196,43.0832188,
Kepler-210 c,292.5034196,43.0832188,
Kepler-91 b,285.6729033,44.1167513,
Kepler-450 c,295.4865821,51.0135237,
Kepler-91 b,285.6729033,44.1167513,257.4423
TOI-942 c,76.6496172,-20.2456126,37.0
WASP-182 b,311.673345,-41.8209828,
HATS-28 b,284.3997616,-49.1385126,
DENIS-P J082303.1-491201 b,125.7620668,-49.2003008,9057.77
Kepler-720 b,298.6356478,44.1709388,
Kepler-4 b,285.6154492,50.1357712,
TOI-4342 b,324.3894196,-77.9791468,
LP 890-9 b,64.1309096,-28.3157909,
Kepler-24 c,290.4132621,38.3437283,
TOI-277 b,19.0766985,-20.9532772,
HD 65216 c,118.4209646,-63.6466892,54.03
HD 50499 b,103.008075,-33.915267,460.8535
DH Tau b,67.4231674,26.5493897,3496.0
Kepler-33 c,289.0775348,46.0051696,
Kepler-33 c,289.0775348,46.0051696,
Kepler-33 d,289.0775348,46.0051696,
TOI-1468 c,16.6538724,19.2249195,
TOI-1696 b,65.280648,48.8198312,56.6
HIP 65426 b,201.1501727,-51.5045384,2860.47
GJ 367 c,146.121464,-45.7790165,4.13
GJ 367 d,146.121464,-45.7790165,6.03
GJ 3090 b,20.4384281,-46.7147234,3.34
Kepler-4 b,285.6154492,50.1357712,
Kepler-858 b,288.8488552,51.2090375,
Kepler-4 b,285.6154492,50.1357712,
HATS-71 b,15.5518893,-61.7561333,
WASP-184 b,209.51701,-30.348153,
91 Aqr b,348.9745031,-9.0878076,1017.0
Kepler-109 c,290.3926795,40.2849074,21.8
Kepler-48 c,299.1393094,40.948939,14.61
Kepler-24 e,290.4132621,38.3437283,
Kepler-57 c,293.6413146,44.6570692,6.86
Kepler-305 c,299.2242557,40.343167,
HIP 9618 c,30.9050061,21.2813274,7.9
Kepler-102 d,281.4824731,47.2078263,3.8
Kepler-25 c,286.6383905,39.4879038,24.6
Kepler-25 b,286.6383905,39.4879038,9.6
Kepler-113 c,287.9978721,50.9441847,8.7
Kepler-113 b,287.9978721,50.9441847,11.7
Kepler-48 d,299.1393094,40.948939,7.93
Kepler-103 c,288.9845512,40.0644857,36.1
Kepler-98 b,285.6616933,37.9645672,3.55
Kepler-131 b,288.5308924,40.942373,16.13
Kepler-99 b,297.3539994,41.3000452,6.15
Kepler-406 b,291.8481764,44.9682807,6.35
Kepler-407 b,286.0363025,49.6145027,3.2
LP 890-9 c,64.1309096,-28.3157909,25.3
Kepler-855 b,295.0949565,43.537565,
Kepler-4 b,285.6154492,50.1357712,24.472
TOI-1696 b,65.280648,48.8198312,
TOI-1470 c,10.0891431,61.2133868,7.24
Kepler-49 c,292.2945208,40.5918123,
Kepler-85 e,290.9734395,45.2902761,
Kepler-85 e,290.9734395,45.2902761,
TrES-2 b,286.8085258,49.3164211,
TrES-2 b,286.8085258,49.3164211,
Kepler-51 c,296.4797624,49.9376486,
Kepler-37 c,284.0592503,44.5183733,
Kepler-57 c,293.6413146,44.6570692,
Kepler-57 b,293.6413146,44.6570692,
Kepler-57 c,293.6413146,44.6570692,
Kepler-85 b,290.9734395,45.2902761,1.84
TOI-2076 b,217.3920159,39.7903991,
TOI-2076 c,217.3920159,39.7903991,
TOI-1246 d,251.1158702,70.4299917,5.4
TOI-1246 e,251.1158702,70.4299917,14.8
TOI-1174 b,209.2171751,68.6182106,
TOI-1347 b,280.3266806,70.2900536,
HIP 9618 c,30.9050061,21.2813274,
TOI-2048 b,237.9241066,52.3063083,
HD 63433 c,117.4793699,27.3631342,
HD 63433 d,117.4793699,27.3631342,
Kepler-9 b,285.5739904,38.4008192,43.98767
Kepler-9 b,285.5739904,38.4008192,
TrES-2 b,286.8085258,49.3164211,
Kepler-51 d,296.4797624,49.9376486,
Kepler-51 d,296.4797624,49.9376486,5.7
Kepler-51 c,296.4797624,49.9376486,
HD 97658 b,168.6376584,25.7105962,8.3
CoRoT-1 b,102.0798591,-3.1021394,359.1479
TrES-4 b,268.3043361,37.2117397,293.99128
TOI-663 b,160.0658525,-8.5110827,
TOI-663 b,160.0658525,-8.5110827,4.45
KELT-1 b,0.3620995,39.3837953,
TOI-663 c,160.0658525,-8.5110827,
TOI-663 c,160.0658525,-8.5110827,3.65
TOI-663 d,160.0658525,-8.5110827,
TOI-663 d,160.0658525,-8.5110827,5.2
Kepler-38 b,286.830312,42.2791434,122.0
Kepler-24 e,290.4132621,38.3437283,
Kepler-24 e,290.4132621,38.3437283,
Kepler-24 d,290.4132621,38.3437283,
Kepler-186 c,298.652736,43.9549884,
Kepler-186 c,298.652736,43.9549884,
Kepler-76 b,294.1921185,39.6189727,
Kepler-49 d,292.2945208,40.5918123,
Kepler-49 d,292.2945208,40.5918123,
Kepler-85 b,290.9734395,45.2902761,
Kepler-20 f,287.6979913,42.3385782,
Kepler-37 e,284.0592503,44.5183733,
Kepler-57 c,293.6413146,44.6570692,9.1
Kepler-128 c,282.4922622,43.9802442,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-85 c,290.9734395,45.2902761,
Kepler-305 c,299.2242557,40.343167,
Kepler-305 c,299.2242557,40.343167,
Kepler-49 b,292.2945208,40.5918123,8.0
Kepler-538 b,297.4865503,49.6233975,
Kepler-28 c,292.1370409,42.4294835,
Kepler-28 c,292.1370409,42.4294835,2.06
Kepler-186 d,298.652736,43.9549884,
Kepler-186 d,298.652736,43.9549884,
Kepler-36 b,291.2501859,49.2318073,
Kepler-36 c,291.2501859,49.2318073,7.13
Kepler-36 c,291.2501859,49.2318073,
Kepler-23 d,294.2189131,49.4792536,
Kepler-23 c,294.2189131,49.4792536,
Kepler-23 c,294.2189131,49.4792536,
Kepler-23 d,294.2189131,49.4792536,
HD 63433 c,117.4793699,27.3631342,17.2
HD 191939 c,302.0256247,66.8503014,8.0
TOI-849 b,28.7157956,-29.4217086,41.8
TOI-561 b,148.1851516,6.216103,1.59
TOI-178 e,7.3020115,-30.4541159,
Kepler-24 b,290.4132621,38.3437283,
Kepler-24 c,290.4132621,38.3437283,
Kepler-24 d,290.4132621,38.3437283,
Kepler-305 d,299.2242557,40.343167,
Kepler-305 d,299.2242557,40.343167,
Kepler-49 b,292.2945208,40.5918123,8.6
Kepler-49 e,292.2945208,40.5918123,
Kepler-20 e,287.6979913,42.3385782,
Kepler-20 c,287.6979913,42.3385782,
Kepler-20 d,287.6979913,42.3385782,
Kepler-20 b,287.6979913,42.3385782,
Kepler-28 c,292.1370409,42.4294835,10.9
Kepler-28 b,292.1370409,42.4294835,
Kepler-28 b,292.1370409,42.4294835,
Kepler-128 b,282.4922622,43.9802442,3.79
Kepler-128 b,282.4922622,43.9802442,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 d,298.652736,43.9549884,
Kepler-186 d,298.652736,43.9549884,
Kepler-78 b,293.7419543,44.4482521,1.69
TrES-2 b,286.8085258,49.3164211,382.03166
TrES-2 b,286.8085258,49.3164211,
Kepler-51 d,296.4797624,49.9376486,
Kepler-51 c,296.4797624,49.9376486,
Kepler-51 b,296.4797624,49.9376486,
OGLE-2019-BLG-0362L b,263.46525,-24.8103611,1036.12061
Kepler-49 b,292.2945208,40.5918123,
Kepler-432 b,293.2822344,48.2859173,1719.4603
Kepler-23 b,294.2189131,49.4792536,
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,225.65817
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,235.19302
Kepler-57 c,293.6413146,44.6570692,
Kepler-186 e,298.652736,43.9549884,
Kepler-20 b,287.6979913,42.3385782,
TOI-1244 b,256.279559,69.519093,
TOI-1249 b,200.5615762,66.3085331,
TOI-1422 b,354.240829,39.6392793,
Kepler-28 c,292.1370409,42.4294835,
Kepler-305 b,299.2242557,40.343167,
Kepler-37 c,284.0592503,44.5183733,
TOI-1723 b,116.7971978,68.4766845,
TOI-1775 b,150.1151015,39.4577506,
TOI-1801 b,175.5755995,23.0270335,
HD 191939 b,302.0256247,66.8503014,10.0
Kepler-37 d,284.0592503,44.5183733,
TOI-561 b,148.1851516,6.216103,2.24
Kepler-20 d,287.6979913,42.3385782,13.4
Kepler-37 d,284.0592503,44.5183733,2.0
HD 63433 c,117.4793699,27.3631342,
HD 63433 b,117.4793699,27.3631342,
Kepler-20 g,287.6979913,42.3385782,20.97015
Kepler-128 c,282.4922622,43.9802442,
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,232.01474
CoRoT-1 b,102.0798591,-3.1021394,
Kepler-9 b,285.5739904,38.4008192,43.4
Kepler-9 d,285.5739904,38.4008192,
Kepler-9 d,285.5739904,38.4008192,
Kepler-9 b,285.5739904,38.4008192,43.541
Kepler-9 d,285.5739904,38.4008192,
CoRoT-1 b,102.0798591,-3.1021394,340.0781
TrES-4 b,268.3043361,37.2117397,
TrES-4 b,268.3043361,37.2117397,285.09351
TOI-674 b,164.5865592,-36.8581092,23.6
TrES-2 b,286.8085258,49.3164211,380.76034
Kepler-24 c,290.4132621,38.3437283,
Kepler-24 c,290.4132621,38.3437283,9.99
Kepler-36 b,291.2501859,49.2318073,4.45
Kepler-78 b,293.7419543,44.4482521,1.77
Kepler-453 b,283.2413322,46.3784691,16.0
Kepler-128 b,282.4922622,43.9802442,
OGLE-2014-BLG-0124L b,270.6217083,-28.39625,206.58846
Kepler-432 b,293.2822344,48.2859173,
Kepler-28 c,292.1370409,42.4294835,
Kepler-432 b,293.2822344,48.2859173,1547.77
Kepler-94 c,281.1947316,47.4972606,3126.0
Kepler-97 c,287.3265292,48.6733443,344.0
Kepler-407 c,286.0363025,49.6145027,4000.0
Kepler-56 c,293.7583002,41.871807,286.8
Kepler-11 c,297.1150949,41.9091092,5.9
Kepler-25 c,286.6383905,39.4879038,14.3
Kepler-25 b,286.6383905,39.4879038,9.0
Kepler-11 f,297.1150949,41.9091092,2.5
TrES-2 b,286.8085258,49.3164211,
TrES-2 b,286.8085258,49.3164211,380.76034
TrES-2 b,286.8085258,49.3164211,
TrES-2 b,286.8085258,49.3164211,385.20996
TrES-2 b,286.8085258,49.3164211,
TrES-2 b,286.8085258,49.3164211,
TrES-2 b,286.8085258,49.3164211,381.1
TrES-2 b,286.8085258,49.3164211,406.8224
Kepler-51 c,296.4797624,49.9376486,
Kepler-51 d,296.4797624,49.9376486,
Kepler-51 d,296.4797624,49.9376486,
Kepler-51 c,296.4797624,49.9376486,
Kepler-51 c,296.4797624,49.9376486,
Kepler-51 d,296.4797624,49.9376486,7.6
Kepler-51 d,296.4797624,49.9376486,
Kepler-9 c,285.5739904,38.4008192,29.9
Kepler-9 c,285.5739904,38.4008192,
Kepler-9 b,285.5739904,38.4008192,
Kepler-102 e,281.4824731,47.2078263,
Kepler-10 b,285.679298,50.2414842,3.33
Kepler-10 c,285.679298,50.2414842,
Kepler-94 b,281.1947316,47.4972606,
Kepler-103 c,288.9845512,40.0644857,
Kepler-98 b,285.6616933,37.9645672,
Kepler-99 b,297.3539994,41.3000452,
Kepler-104 c,287.6046621,42.1665104,
TOI-1246 b,251.1158702,70.4299917,8.1
Kepler-130 d,288.4505905,40.2452006,
Kepler-92 c,289.0860607,41.5630224,
LTT 1445 A b,45.4624781,-16.5944956,2.2
LTT 1445 A b,45.4624781,-16.5944956,
HD 63433 c,117.4793699,27.3631342,
HD 63433 c,117.4793699,27.3631342,
TOI-178 c,7.3020115,-30.4541159,4.77
TOI-1807 b,201.2826259,38.9223671,
TOI-2076 d,217.3920159,39.7903991,29.0
HIP 94235 b,287.7411441,-60.2726358,
TOI-1194 b,167.8214811,69.9647749,120.0
TOI-2194 b,299.1563393,-31.3351812,
Kepler-23 d,294.2189131,49.4792536,17.6
Kepler-23 b,294.2189131,49.4792536,
Kepler-23 b,294.2189131,49.4792536,2.56
Kepler-20 e,287.6979913,42.3385782,
Kepler-197 e,295.2264739,50.5592348,
Kepler-56 c,293.7583002,41.871807,
Kepler-65 d,288.6887221,41.1511076,
Kepler-100 d,291.3861294,41.9901394,
Kepler-102 b,281.4824731,47.2078263,
Kepler-408 b,284.7862158,48.4232622,
Kepler-411 c,287.6057027,49.5233937,
Kepler-314 c,294.6741507,42.0756037,
Kepler-56 b,293.7583002,41.871807,
Kepler-338 b,282.9790593,40.7844188,
Kepler-65 b,288.6887221,41.1511076,
Kepler-444 c,289.7528323,41.631884,
Kepler-444 d,289.7528323,41.631884,
Kepler-403 c,289.9214256,46.7445267,
Kepler-444 f,289.7528323,41.631884,
Kepler-197 e,295.2264739,50.5592348,
Kepler-220 d,291.5060432,46.8956262,
Kepler-220 e,291.5060432,46.8956262,
Kepler-129 c,285.3111845,47.8484775,
Kepler-334 d,287.1406177,47.1151153,
Kepler-338 c,282.9790593,40.7844188,
Kepler-338 d,282.9790593,40.7844188,
Kepler-106 d,300.864006,44.3375497,
Kepler-403 d,289.9214256,46.7445267,
Kepler-95 b,284.4824281,44.397891,
Kepler-102 e,281.4824731,47.2078263,
Kepler-94 b,281.1947316,47.4972606,
Kepler-50 b,288.1009312,50.0336844,
Kepler-507 b,297.0188074,50.409046,
Kepler-92 b,289.0860607,41.5630224,
Kepler-134 b,284.7391156,49.5984448,
Kepler-454 b,287.4786474,38.2290751,
Kepler-103 b,288.9845512,40.0644857,
Kepler-48 b,299.1393094,40.948939,
Kepler-197 c,295.2264739,50.5592348,
Kepler-100 c,291.3861294,41.9901394,
Kepler-11 c,297.1150949,41.9091092,
Kepler-11 g,297.1150949,41.9091092,
Kepler-145 c,291.3877397,44.5290465,
Kepler-197 b,295.2264739,50.5592348,
Kepler-62 d,283.2125621,45.3496992,
Kepler-102 e,281.4824731,47.2078263,
Kepler-409 b,293.6792058,46.8527337,
Kepler-334 c,287.1406177,47.1151153,
Kepler-100 b,291.3861294,41.9901394,
Kepler-11 b,297.1150949,41.9091092,
KOI-351 d,284.4334642,49.3051239,
Kepler-50 c,288.1009312,50.0336844,
Kepler-411 c,287.6057027,49.5233937,
Kepler-1130 b,285.207421,45.384333,
Kepler-56 b,293.7583002,41.871807,
Kepler-444 b,289.7528323,41.631884,
Kepler-444 e,289.7528323,41.631884,
Kepler-444 f,289.7528323,41.631884,
Kepler-92 c,289.0860607,41.5630224,
Kepler-139 d,282.3919451,43.8894167,
Kepler-220 e,291.5060432,46.8956262,
Kepler-403 b,289.9214256,46.7445267,
Kepler-334 d,287.1406177,47.1151153,
Kepler-338 d,282.9790593,40.7844188,
Kepler-338 e,282.9790593,40.7844188,
Kepler-403 d,289.9214256,46.7445267,
Kepler-50 b,288.1009312,50.0336844,
Kepler-48 c,299.1393094,40.948939,
Kepler-220 c,291.5060432,46.8956262,
Kepler-25 c,286.6383905,39.4879038,
Kepler-25 b,286.6383905,39.4879038,
Kepler-65 c,288.6887221,41.1511076,
Kepler-113 b,287.9978721,50.9441847,
Kepler-56 c,293.7583002,41.871807,
Kepler-538 b,297.4865503,49.6233975,
Kepler-538 b,297.4865503,49.6233975,10.45979
Kepler-24 e,290.4132621,38.3437283,
Kepler-24 b,290.4132621,38.3437283,
Kepler-24 d,290.4132621,38.3437283,
Kepler-24 d,290.4132621,38.3437283,
Kepler-19 d,290.4209694,37.8516556,22.5
Kepler-47 b,295.2978883,46.9204303,636.0
Kepler-36 b,291.2501859,49.2318073,
Kepler-36 c,291.2501859,49.2318073,7.5
Kepler-36 c,291.2501859,49.2318073,
Kepler-36 b,291.2501859,49.2318073,
Kepler-36 c,291.2501859,49.2318073,
Kepler-36 b,291.2501859,49.2318073,1.08549
Kepler-23 c,294.2189131,49.4792536,
Kepler-23 c,294.2189131,49.4792536,
Kepler-23 b,294.2189131,49.4792536,
Kepler-23 b,294.2189131,49.4792536,
Kepler-23 c,294.2189131,49.4792536,
Kepler-23 b,294.2189131,49.4792536,
Kepler-23 b,294.2189131,49.4792536,
Kepler-23 d,294.2189131,49.4792536,
Kepler-24 b,290.4132621,38.3437283,
Kepler-24 e,290.4132621,38.3437283,
Kepler-1658 b,294.3565559,38.9473424,
Kepler-76 b,294.1921185,39.6189727,635.63
Kepler-305 d,299.2242557,40.343167,9.1
Kepler-305 e,299.2242557,40.343167,
Kepler-305 b,299.2242557,40.343167,
Kepler-305 c,299.2242557,40.343167,
Kepler-305 e,299.2242557,40.343167,
Kepler-305 b,299.2242557,40.343167,
Kepler-305 d,299.2242557,40.343167,
Kepler-305 d,299.2242557,40.343167,6.2
Kepler-49 e,292.2945208,40.5918123,
Kepler-49 d,292.2945208,40.5918123,
Kepler-49 d,292.2945208,40.5918123,
Kepler-49 c,292.2945208,40.5918123,5.9
Kepler-49 d,292.2945208,40.5918123,
Kepler-49 c,292.2945208,40.5918123,
Kepler-49 d,292.2945208,40.5918123,
Kepler-49 c,292.2945208,40.5918123,
Kepler-49 b,292.2945208,40.5918123,
Kepler-49 b,292.2945208,40.5918123,
Kepler-20 c,287.6979913,42.3385782,12.75
Kepler-20 g,287.6979913,42.3385782,19.96
Kepler-20 b,287.6979913,42.3385782,
Kepler-20 f,287.6979913,42.3385782,
Kepler-20 d,287.6979913,42.3385782,
Kepler-20 e,287.6979913,42.3385782,
Kepler-20 b,287.6979913,42.3385782,
Kepler-20 b,287.6979913,42.3385782,
Kepler-20 c,287.6979913,42.3385782,
Kepler-20 d,287.6979913,42.3385782,20.1
Kepler-20 c,287.6979913,42.3385782,11.1
Kepler-20 e,287.6979913,42.3385782,
Kepler-28 c,292.1370409,42.4294835,
Kepler-28 b,292.1370409,42.4294835,
Kepler-28 c,292.1370409,42.4294835,432.23
Kepler-28 b,292.1370409,42.4294835,
Kepler-128 c,282.4922622,43.9802442,0.9
Kepler-128 c,282.4922622,43.9802442,
Kepler-128 b,282.4922622,43.9802442,
Kepler-128 b,282.4922622,43.9802442,30.7
Kepler-128 b,282.4922622,43.9802442,
Kepler-128 c,282.4922622,43.9802442,3.38
Kepler-10 b,285.679298,50.2414842,3.72
Kepler-90 i,284.4334642,49.3051239,
Kepler-35 b,294.496955,46.6896733,40.363
TOI-1444 b,305.4749252,70.9437054,
Kepler-56 d,293.7583002,41.871807,1784.0
Kepler-56 b,293.7583002,41.871807,30.0
HD 63433 b,117.4793699,27.3631342,
HD 63433 c,117.4793699,27.3631342,
TOI-2076 b,217.3920159,39.7903991,
TOI-2076 b,217.3920159,39.7903991,
TOI-2076 b,217.3920159,39.7903991,16.1
TOI-1518 b,352.2675207,67.0348062,
HD 63935 c,117.9246417,9.3852412,
HD 63935 c,117.9246417,9.3852412,11.1
TOI-1759 b,326.8516615,62.7538164,15.0
TOI-1246 c,251.1158702,70.4299917,8.8
TOI-1246 c,251.1158702,70.4299917,
HD 93963 A b,162.7766969,25.641065,2.8
Kepler-11 e,297.1150949,41.9091092,6.7
TOI-1174 b,209.2171751,68.6182106,32.0
TOI-1194 b,167.8214811,69.9647749,
Kepler-56 c,293.7583002,41.871807,
Kepler-1130 b,285.207421,45.384333,
Kepler-102 b,281.4824731,47.2078263,
TOI-669 b,158.9007013,-5.1813735,9.8
TOI-669 b,158.9007013,-5.1813735,10.0
TOI-1347 b,280.3266806,70.2900536,12.2
HD 235088 b,300.6154535,53.3774418,
HIP 9618 b,30.9050061,21.2813274,
TOI-1472 b,14.1142611,48.6375168,16.5
TOI-1694 c,97.7487104,66.3605956,333.71983
TOI-1694 c,97.7487104,66.3605956,297.0
Kepler-50 c,288.1009312,50.0336844,
Kepler-56 b,293.7583002,41.871807,
Kepler-130 b,288.4505905,40.2452006,
Kepler-104 c,287.6046621,42.1665104,
Kepler-106 e,300.864006,44.3375497,
Kepler-10 c,285.679298,50.2414842,
Kepler-19 b,290.4209694,37.8516556,
Kepler-129 c,285.3111845,47.8484775,
Kepler-109 b,290.3926795,40.2849074,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 c,298.652736,43.9549884,
Kepler-186 c,298.652736,43.9549884,
Kepler-65 d,288.6887221,41.1511076,
Kepler-145 b,291.3877397,44.5290465,
Kepler-95 b,284.4824281,44.397891,
Kepler-106 c,300.864006,44.3375497,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 b,298.652736,43.9549884,
Kepler-186 f,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 b,298.652736,43.9549884,
Kepler-186 c,298.652736,43.9549884,
Kepler-186 b,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 f,298.652736,43.9549884,
Kepler-186 e,298.652736,43.9549884,
Kepler-186 b,298.652736,43.9549884,
Kepler-78 b,293.7419543,44.4482521,1.96716
Kepler-78 b,293.7419543,44.4482521,
Kepler-37 d,284.0592503,44.5183733,
Kepler-37 d,284.0592503,44.5183733,
Kepler-37 c,284.0592503,44.5183733,
Kepler-102 e,281.4824731,47.2078263,
Kepler-50 b,288.1009312,50.0336844,
Kepler-507 b,297.0188074,50.409046,
Kepler-11 b,297.1150949,41.9091092,
KOI-351 d,284.4334642,49.3051239,
HD 260655 b,99.2915429,17.5662696,2.14
TOI-519 b,124.6067582,-19.6627918,
Kepler-11 d,297.1150949,41.9091092,
Kepler-11 e,297.1150949,41.9091092,
Kepler-11 f,297.1150949,41.9091092,
Kepler-11 g,297.1150949,41.9091092,
Kepler-407 b,286.0363025,49.6145027,
TOI-2088 b,261.3748943,75.8822796,
Kepler-104 d,287.6046621,42.1665104,
Kepler-408 b,284.7862158,48.4232622,
Kepler-314 c,294.6741507,42.0756037,
TOI-1753 b,252.4698351,61.1735768,
TOI-1753 b,252.4698351,61.1735768,16.6
TOI-1799 b,167.2329152,34.3030149,4.0
TOI-1801 b,175.5755995,23.0270335,5.738
TOI-2128 b,256.9817998,32.1053027,4.5
HIP 113103 b,343.5723794,-43.0102291,
HIP 113103 c,343.5723794,-43.0102291,
HD 191939 b,302.0256247,66.8503014,
HD 191939 d,302.0256247,66.8503014,5.8
HD 191939 c,302.0256247,66.8503014,
HD 191939 g,302.0256247,66.8503014,13.5
HD 191939 d,302.0256247,66.8503014,2.2
Kepler-432 b,293.2822344,48.2859173,
Kepler-36 b,291.2501859,49.2318073,3.9
Kepler-36 c,291.2501859,49.2318073,9.61
Kepler-23 d,294.2189131,49.4792536,
Kepler-23 c,294.2189131,49.4792536,7.81
Kepler-16 b,289.0758307,51.757229,99.48029
LTT 1445 A b,45.4624781,-16.5944956,
HD 191939 b,302.0256247,66.8503014,10.4
HD 191939 d,302.0256247,66.8503014,
TOI-561 b,148.1851516,6.216103,3.0
Kepler-411 c,287.6057027,49.5233937,
Kepler-411 b,287.6057027,49.5233937,
Kepler-334 c,287.1406177,47.1151153,
Kepler-334 b,287.1406177,47.1151153,
Kepler-334 d,287.1406177,47.1151153,
Kepler-338 b,282.9790593,40.7844188,
Kepler-338 c,282.9790593,40.7844188,
Kepler-338 d,282.9790593,40.7844188,
Kepler-338 e,282.9790593,40.7844188,
Kepler-1130 c,285.207421,45.384333,
Kepler-1130 d,285.207421,45.384333,
TOI-4342 b,324.3894196,-77.9791468,
Kepler-102 d,281.4824731,47.2078263,
HATS-48 A b,288.6720048,-59.5793505,
WASP-165 b,357.5806472,-17.0775947,
HATS-34 b,0.7744866,-62.4693167,
WASP-165 b,357.5806472,-17.0775947,
Kepler-25 b,286.6383905,39.4879038,
Kepler-65 c,288.6887221,41.1511076,
Kepler-104 b,287.6046621,42.1665104,
Kepler-113 b,287.9978721,50.9441847,
Kepler-65 d,288.6887221,41.1511076,
Kepler-102 c,281.4824731,47.2078263,
Kepler-20 e,287.6979913,42.3385782,
Kepler-20 d,287.6979913,42.3385782,
Kepler-20 d,287.6979913,42.3385782,
Kepler-20 b,287.6979913,42.3385782,
Kepler-20 e,287.6979913,42.3385782,3.08
Kepler-334 c,287.1406177,47.1151153,
KOI-351 g,284.4334642,49.3051239,
TOI-178 f,7.3020115,-30.4541159,7.72
Kepler-24 d,290.4132621,38.3437283,
Kepler-24 d,290.4132621,38.3437283,
Kepler-24 c,290.4132621,38.3437283,508.5
Kepler-24 e,290.4132621,38.3437283,
Kepler-76 b,294.1921185,39.6189727,
