pl_name,ra,dec,pl_bmasse
Kepler-1788 b,291.2243829,45.7780993,
Kepler-1807 b,291.5494119,44.5272788,
Kepler-1315 b,295.8215678,46.0530562,
Kepler-281 d,294.1081465,44.7706524,
Kepler-1828 b,292.4275963,37.3207616,
Kepler-1315 b,295.8215678,46.0530562,
Kepler-1749 b,290.2945805,45.5645196,
Kepler-1802 c,300.2420869,44.1412854,
Kepler-1891 b,290.0438524,44.3705375,
Kepler-383 b,291.3426078,38.3631616,
Kepler-383 b,291.3426078,38.3631616,
Kepler-384 b,286.0261113,44.7828571,
Kepler-147 b,287.9757213,39.087168,
Kepler-212 b,287.6208165,43.1416239,
Kepler-1175 b,289.1426847,46.8129656,
Kepler-1175 b,289.1426847,46.8129656,
Kepler-1176 b,297.919724,45.2742038,
Kepler-1176 b,297.919724,45.2742038,
Kepler-378 b,294.9489697,46.4388673,
Kepler-1074 b,284.4766869,46.2526781,
Kepler-1230 b,283.2645129,41.7114526,
Kepler-1231 b,288.5882888,42.6056644,
Kepler-1232 b,296.5500966,49.102307,
Kepler-326 b,294.3255898,46.0022646,
Kepler-1177 b,286.6714813,49.4062964,
Kepler-1177 b,286.6714813,49.4062964,
Kepler-1179 b,284.0974305,47.8104856,
Kepler-283 c,293.6137413,47.838938,
Kepler-283 c,293.6137413,47.838938,
Kepler-283 c,293.6137413,47.838938,
Kepler-1078 b,293.2005664,43.0500379,
Kepler-1079 b,299.5495794,45.7696769,
Kepler-1079 b,299.5495794,45.7696769,
Kepler-1080 b,296.4644914,49.1828952,
Kepler-1080 b,296.4644914,49.1828952,
Kepler-1340 b,296.2328099,42.4727965,
Kepler-1822 b,297.2855,41.3055733,
Kepler-1902 b,292.7376545,42.0147792,
Kepler-1885 b,288.7507112,47.4909206,
Kepler-1813 b,292.2399069,48.5115214,
Kepler-1671 b,291.7484295,39.4467817,
Kepler-1675 b,283.8095478,41.0412517,
Kepler-1852 b,288.0297157,40.3441934,
Kepler-1935 b,296.4037783,39.7227036,
Kepler-1732 b,292.2910129,37.5807686,
Kepler-1757 b,297.7397823,46.9418957,
Kepler-1715 b,293.9297337,41.6029048,
Kepler-1898 b,287.2058009,38.4981903,
Kepler-716 b,290.3931809,43.3638577,
Kepler-1913 b,290.216689,44.7795863,
Kepler-1038 c,298.9721472,44.1323499,
Kepler-290 b,286.4100307,42.6815137,
Kepler-196 c,284.9685077,42.0791214,
Kepler-1685 b,296.1882618,43.9368118,
Kepler-1733 b,291.1384628,37.8592447,
Kepler-196 d,284.9685077,42.0791214,
Kepler-1699 b,292.1373281,48.9171579,
Kepler-1720 b,296.8086813,47.1718557,
Kepler-1792 b,294.8400788,39.0859757,
Kepler-1725 b,294.3735518,40.1946345,
Kepler-1928 b,290.4406294,38.5235721,
Kepler-1600 c,291.3993802,38.7877563,
Kepler-1897 b,294.2901043,39.126871,
Kepler-1688 b,289.5530051,41.2978532,
Kepler-799 b,287.1748966,44.8784754,
Kepler-1753 b,288.236664,46.6058744,
Kepler-1712 b,284.998698,50.1466922,
Kepler-1856 b,295.9091695,51.3478777,
Kepler-1809 b,290.2651662,40.5484937,
Kepler-598 c,293.1234493,40.9348005,
Kepler-1764 b,293.8799047,41.3938374,
Kepler-1341 b,280.5116813,44.1593503,
Kepler-213 c,290.8241931,44.6472832,
Kepler-404 b,286.3985796,45.3435241,
Kepler-1343 b,294.294483,50.725385,
Kepler-1343 b,294.294483,50.725385,
Kepler-1233 b,297.3750954,46.6622201,
Kepler-1234 b,287.5220359,51.3759464,
Kepler-151 c,292.1627933,41.0231947,
Kepler-1235 b,284.9030677,43.9540616,
Kepler-1236 b,295.6247375,42.5458739,
Kepler-1345 b,292.4779428,46.022821,
Kepler-1183 b,292.2324228,38.8921946,
Kepler-1183 b,292.2324228,38.8921946,
Kepler-1184 b,291.282031,46.9659514,
Kepler-1184 b,291.282031,46.9659514,
Kepler-1077 b,291.0336333,42.2678448,
Kepler-1238 b,297.9057655,40.1628378,
Kepler-1238 b,297.9057655,40.1628378,
Kepler-1239 b,293.1273357,42.3200578,
Kepler-1081 b,289.444752,41.3179652,
Kepler-1082 b,289.3586737,50.5984489,
Kepler-1083 b,283.1618831,45.198336,
Kepler-1084 b,290.1019809,48.251146,
Kepler-1247 b,294.5335974,46.6182365,
Kepler-1247 b,294.5335974,46.6182365,
Kepler-1248 b,288.0592191,51.3544564,
Kepler-1240 b,282.9997682,40.5574322,
Kepler-1240 b,282.9997682,40.5574322,
Kepler-386 c,289.8589165,48.6938077,
Kepler-387 b,287.7982699,45.6567655,
Kepler-1241 b,294.5762033,38.4569588,
Kepler-155 c,288.4957831,51.0819286,
Kepler-155 c,288.4957831,51.0819286,
Kepler-1244 b,282.3012505,46.5161814,
Kepler-221 b,296.6547477,46.8352242,
Kepler-1249 b,296.8948517,44.3717429,
Kepler-389 b,291.9600082,44.9000587,
Kepler-161 c,290.5164698,43.0838642,
Kepler-161 c,290.5164698,43.0838642,
Kepler-1251 b,292.1151093,49.2563792,
Kepler-1252 b,298.9503634,46.6928437,
Kepler-1360 b,300.3440482,45.6231826,
Kepler-1361 b,283.5653603,46.9042278,
Kepler-1362 b,288.5385574,40.8771276,
Kepler-1363 b,296.9964872,49.2563228,
Kepler-1365 b,292.1996573,42.0459944,
Kepler-1366 b,285.0648845,41.5548464,
Kepler-446 b,282.2501047,44.921002,
Kepler-446 b,282.2501047,44.921002,
Kepler-446 b,282.2501047,44.921002,
Kepler-231 b,293.9733913,50.531846,
Kepler-466 b,295.6486585,48.4955191,
Kepler-759 b,290.1314231,41.3814345,
Kepler-1406 b,292.0818824,38.9149472,
Kepler-1426 b,292.5457096,49.4168981,
Kepler-399 d,299.5017242,40.6707669,
Kepler-967 b,286.5580128,38.4052418,
Kepler-589 c,280.6414331,47.7520581,
Kepler-1755 b,296.846092,40.1385777,
Kepler-1824 b,296.7071957,41.2036197,
Kepler-1266 c,285.8693277,42.7279996,
Kepler-1765 b,298.0144601,42.9574314,
Kepler-1872 b,281.0491988,43.3225996,
Kepler-1882 b,290.6640856,43.4997866,
Kepler-1841 b,287.7069031,40.6852161,
Kepler-1959 b,296.022301,44.7326691,
Kepler-1963 b,296.5875182,47.207129,
Kepler-1957 b,293.711436,47.8874467,
Kepler-1663 b,290.4015156,48.8227234,
Kepler-1861 b,295.8465148,49.9361586,
Kepler-1815 b,300.170472,43.9849048,
Kepler-647 c,284.7882977,44.5916225,
Kepler-607 b,291.0571451,44.632306,
Kepler-1736 b,289.7766991,38.2622374,
Kepler-418 c,294.4335228,38.3554729,
Kepler-763 c,292.1445534,47.1573604,
Kepler-763 b,292.1445534,47.1573604,
Kepler-1315 b,295.8215678,46.0530562,
Kepler-1666 b,297.9516071,46.2647024,
Kepler-1774 b,288.5743991,40.9886069,
Kepler-1468 b,293.5198289,41.2773671,
Kepler-1958 b,289.1041643,41.6901138,
Kepler-1711 b,298.1772916,42.2370289,
Kepler-1949 b,293.5422586,43.0260555,
Kepler-381 b,285.1828685,43.8310283,
Kepler-647 b,284.7882977,44.5916225,
GJ 687 b,264.1041731,68.3336741,17.57591
Kepler-1776 b,291.5344017,47.0424958,
Kepler-1742 b,286.9668086,44.9924315,
Kepler-1700 b,286.9497376,45.3537626,
Kepler-1315 b,295.8215678,46.0530562,
Kepler-1753 b,288.236664,46.6058744,
HD 68988 b,124.5935429,61.4608518,604.0
Kepler-783 c,291.0628615,47.484789,
Kepler-1667 b,283.5329505,48.0943604,
Kepler-1883 b,291.922557,42.002522,
Kepler-1907 c,280.7085829,47.3279236,
Kepler-1877 b,294.866924,46.7904816,
Kepler-1907 b,280.7085829,47.3279236,
Kepler-1917 b,294.1038932,45.0013533,
Kepler-1924 b,293.767386,42.8291562,
Kepler-1762 b,290.4931471,39.7855117,
KOI-984 b,291.0489438,36.8400772,
Kepler-385 c,294.3385109,50.3365178,
Kepler-1765 b,298.0144601,42.9574314,
Kepler-84 b,298.2520208,40.4960842,
Kepler-399 b,299.5017242,40.6707669,
Kepler-1620 b,297.2709026,46.9284743,
Kepler-1653 b,296.457702,41.266021,
Kepler-1653 b,296.457702,41.266021,
Kepler-1653 b,296.457702,41.266021,
Kepler-1897 b,294.2901043,39.126871,
Kepler-1774 b,288.5743991,40.9886069,
Kepler-1802 b,300.2420869,44.1412854,
Kepler-1854 b,286.28593,37.3869915,
Kepler-1735 b,281.0503476,47.1882005,
HD 106252 b,183.3730583,10.0404302,2402.7948
HD 171238 b,278.6818389,-28.0727849,826.32
KOI-984 b,291.0489438,36.8400772,
Ross 508 b,230.9613022,17.4605347,4.0
Kepler-1652 b,294.3660313,49.9150219,
Kepler-55 b,285.1683291,44.0264898,43.0
Kepler-1406 b,292.0818824,38.9149472,
Kepler-1430 b,289.6975391,43.3719581,
Kepler-55 c,285.1683291,44.0264898,69.8
Kepler-877 b,289.8591023,46.5227429,
Kepler-1364 b,295.1521334,49.5876179,
Kepler-84 d,298.2520208,40.4960842,
Kepler-399 d,299.5017242,40.6707669,
Kepler-27 c,292.2367608,41.085871,
Kepler-1732 b,292.2910129,37.5807686,
Kepler-1514 c,292.6274943,37.8601653,
Kepler-1692 b,286.9241804,47.0537092,
Kepler-1892 b,299.081007,42.0180957,
Kepler-913 b,297.5830564,41.9523531,
Kepler-1950 b,287.0874563,42.6686537,
Kepler-1878 b,300.7324154,44.1070231,
Kepler-1956 b,294.6208506,49.894219,
Kepler-1853 b,284.7478834,46.3735415,
Kepler-1756 b,294.364904,40.7208898,
Kepler-462 b,299.8211502,43.8142793,
Kepler-1964 b,297.0588033,49.4784362,
Kepler-1826 b,292.7700072,48.8998469,
Kepler-534 c,296.4185696,49.540148,
Kepler-607 b,291.0571451,44.632306,
HD 136925 b,230.7157509,13.3663117,266.97586
Kepler-1880 b,287.8264561,40.6965988,
Kepler-196 c,284.9685077,42.0791214,
Kepler-1962 b,289.5483989,40.1641457,
Kepler-1768 b,299.9572335,44.7718851,
Kepler-1667 b,283.5329505,48.0943604,
Kepler-1773 b,286.2232284,38.2581676,
Kepler-1947 b,296.1040313,42.3425818,
Kepler-647 b,284.7882977,44.5916225,
Kepler-1038 b,298.9721472,44.1323499,
Kepler-1823 b,283.754777,45.335125,
Kepler-1723 b,294.4627362,46.8214022,
Kepler-1687 b,289.7428363,50.7870626,
Kepler-1782 b,280.926162,44.0878036,
Kepler-1878 b,300.7324154,44.1070231,
Kepler-1932 b,285.3314903,41.0638435,
Kepler-1909 b,290.889409,42.4596251,
Kepler-1877 b,294.866924,46.7904816,
Kepler-1724 b,296.1207272,47.9214736,
HD 68988 b,124.5935429,61.4608518,626.1251
Kepler-607 c,291.0571451,44.632306,
Kepler-1530 c,288.1624396,48.165153,
Kepler-511 c,282.9455384,47.5749181,
Kepler-501 c,297.2014919,41.7301534,
Kepler-324 b,286.4714473,49.6490933,
Kepler-1727 b,290.3336142,38.7282722,
Kepler-1468 c,293.5198289,41.2773671,
Kepler-1961 b,286.3300783,39.6831276,
Kepler-1691 b,286.2543962,41.0218373,
Kepler-1831 b,295.3024604,49.5890456,
Kepler-1067 c,285.3873706,45.0490265,
Kepler-1808 b,287.2924737,39.3832039,
Kepler-1730 b,281.9605834,43.7030386,
Kepler-1758 b,297.7968197,39.9213378,
Kepler-1791 b,284.4903166,42.6482636,
Kepler-1675 b,283.8095478,41.0412517,
Kepler-164 d,287.7808115,47.6298453,
Kepler-1759 b,298.4656275,48.5593334,
Kepler-1912 b,282.1178211,46.2239547,
Kepler-1715 b,293.9297337,41.6029048,
Kepler-1321 c,294.528597,46.6408737,
Kepler-1221 b,285.8223636,45.7118423,
Kepler-1221 b,285.8223636,45.7118423,
CoRoT-8 b,291.5885696,1.4262972,69.28694
Kepler-1652 b,294.3660313,49.9150219,
Kepler-1652 b,294.3660313,49.9150219,
Kepler-1653 b,296.457702,41.266021,
Kepler-1653 b,296.457702,41.266021,
Kepler-1653 b,296.457702,41.266021,
Kepler-466 c,295.6486585,48.4955191,
Kepler-53 c,290.4617926,40.5624966,35.5
Kepler-549 c,283.0228527,47.2611431,
Kepler-53 b,290.4617926,40.5624966,103.1
Kepler-418 b,294.4335228,38.3554729,
Kepler-1899 b,292.0333777,37.9744551,
Kepler-1857 b,296.4557129,39.598537,
Kepler-1732 b,292.2910129,37.5807686,
Kepler-1861 b,295.8465148,49.9361586,
Kepler-1827 b,292.2525301,40.7927895,
Kepler-1815 b,300.170472,43.9849048,
Kepler-1677 b,298.493273,47.0130566,
Kepler-1165 c,286.9712284,44.7082669,
Kepler-1775 b,286.4023452,38.7385674,
Kepler-27 c,292.2367608,41.085871,
Kepler-1700 b,286.9497376,45.3537626,
Kepler-1785 b,295.7921797,47.6000699,
Kepler-1822 b,297.2855,41.3055733,
Kepler-1951 b,290.4999139,40.2877161,
Kepler-1719 b,284.7068546,38.9367566,
Kepler-1768 b,299.9572335,44.7718851,
Kepler-1085 b,287.4776359,46.1411685,
Kepler-1875 b,296.7727406,50.1883667,
Kepler-1726 b,284.3861498,45.7197342,
Kepler-633 c,295.2173259,40.5921599,
Kepler-1754 b,295.4570818,50.0771838,
Kepler-1743 b,290.5523552,48.1262575,
TYC 0434-04538-1 b,271.3396528,2.0622774,1938.763
Kepler-1001 b,286.2739151,48.6186972,
Kepler-1721 b,283.5441984,45.2256548,
Kepler-1688 b,289.5530051,41.2978532,
Kepler-1929 b,299.5833362,47.4481244,
Kepler-1698 b,293.3450181,39.2577469,
Kepler-1967 b,299.1376276,43.4984724,
Kepler-1670 b,290.3264599,43.121755,
Kepler-1806 b,287.5349528,49.8016283,
Kepler-196 c,284.9685077,42.0791214,
Kepler-1816 b,296.8509823,50.6987736,
Kepler-1823 b,283.754777,45.335125,
Kepler-1818 b,284.3284866,40.5688741,
Kepler-1709 b,283.3748873,43.7883708,
Kepler-1893 b,298.4012866,44.8381709,
Kepler-1052 b,295.34273,46.6022134,
Kepler-399 c,299.5017242,40.6707669,
Kepler-1637 b,282.2368006,48.1542016,
Kepler-84 e,298.2520208,40.4960842,
Kepler-347 b,289.1995995,49.3056404,
Kepler-347 b,289.1995995,49.3056404,
Kepler-84 f,298.2520208,40.4960842,
Kepler-1155 b,288.8206058,39.5228712,
Kepler-399 d,299.5017242,40.6707669,
Kepler-1393 b,284.4594558,40.1424756,
Kepler-399 b,299.5017242,40.6707669,
Kepler-1611 b,296.5120204,49.7277506,
Kepler-466 b,295.6486585,48.4955191,
KMT-2021-BLG-0912L b,269.8211667,-31.9976389,2.81
KMT-2021-BLG-0912L b,269.8211667,-31.9976389,6.92
Kepler-1393 b,284.4594558,40.1424756,
OGLE-2018-BLG-0567L b,269.0184167,-27.9871111,101.70509
OGLE-2018-BLG-0962L b,268.1747917,-32.30925,425.89007
Kepler-84 c,298.2520208,40.4960842,
Kepler-1620 b,297.2709026,46.9284743,
Kepler-255 c,296.0642702,45.9767647,
Kepler-748 b,292.2628779,37.2369732,
Kepler-261 b,291.3647333,37.609239,
Kepler-1017 b,283.469299,40.1325185,
Kepler-1016 c,294.613689,45.9846265,
Kepler-1016 c,294.613689,45.9846265,
Kepler-342 e,292.6780488,46.7266813,
Kepler-343 c,291.960662,42.4329567,
Kepler-172 c,283.3684093,41.821839,
Kepler-789 b,295.9751549,38.9466396,
Kepler-1051 b,295.1581062,40.8988186,
Kepler-654 b,297.0683931,46.8342497,
Kepler-163 c,295.0027458,46.9873389,
Kepler-565 b,283.6180825,47.1967793,
Kepler-587 b,288.6706571,47.3991249,
Kepler-416 b,291.5569554,39.2272923,58.2
Kepler-121 b,286.1621273,39.6780204,
Kepler-475 b,287.051694,40.2114232,
Kepler-525 b,296.1834239,47.3587776,
Kepler-528 b,295.6848595,47.7480914,
Kepler-766 b,293.1845144,37.9698357,
Kepler-268 b,291.9761559,38.0550327,
Kepler-306 c,288.5387145,40.6160545,
Kepler-307 b,297.7950939,40.4176403,
Kepler-307 b,297.7950939,40.4176403,
Kepler-1715 b,293.9297337,41.6029048,
Kepler-1766 b,294.2772343,46.6752351,
Kepler-1943 b,293.3182976,41.1166697,
Kepler-1665 b,290.39624,41.0399229,
Kepler-1866 b,286.2246453,44.6544869,
Kepler-993 b,292.6141076,44.3946644,
Kepler-616 c,294.989137,46.8383058,
Kepler-27 d,292.2367608,41.085871,
Kepler-1838 b,298.9917165,40.14226,
Kepler-1898 b,287.2058009,38.4981903,
Kepler-1001 b,286.2739151,48.6186972,
Kepler-324 b,286.4714473,49.6490933,
Kepler-783 b,291.0628615,47.484789,
Kepler-1468 d,293.5198289,41.2773671,
Kepler-1266 c,285.8693277,42.7279996,
Kepler-1788 b,291.2243829,45.7780993,
Kepler-1822 b,297.2855,41.3055733,
Kepler-1667 b,283.5329505,48.0943604,
Kepler-993 b,292.6141076,44.3946644,
Kepler-288 d,288.9163997,39.5947523,
Kepler-484 b,284.3942844,46.2491109,
Kepler-242 b,286.5656932,41.8084168,
Kepler-705 b,289.5085612,41.8120234,
Kepler-206 c,291.6346564,41.8338415,
Kepler-225 c,292.1939846,47.4570808,
Kepler-777 b,282.7241098,44.3465098,
Kepler-271 b,283.0029316,44.284108,
Kepler-851 b,294.6802199,49.1401106,
Kepler-141 c,297.9707271,47.7316041,
Kepler-445 d,298.7363395,46.4991236,
17 Sco b,243.4620874,-11.8377905,1373.01872
HD 217107 c,344.5647243,-2.3954489,1369.84043
Kepler-33 d,289.0775348,46.0051696,11.7
Kepler-33 f,289.0775348,46.0051696,25.2
Kepler-33 e,289.0775348,46.0051696,12.8
Kepler-33 f,289.0775348,46.0051696,9.65
Kepler-33 c,289.0775348,46.0051696,0.39
Kepler-33 e,289.0775348,46.0051696,5.57
Kepler-33 d,289.0775348,46.0051696,4.1
Kepler-33 f,289.0775348,46.0051696,9.6
Kepler-33 e,289.0775348,46.0051696,5.5
Kepler-372 b,291.2562253,49.2589288,
Kepler-1154 c,297.4771158,39.8772345,
HATS-15 b,311.0920041,-19.4375266,689.6911
Kepler-79 c,300.5171067,44.3815508,
Kepler-401 c,290.0827494,50.8634361,
Kepler-402 b,288.3701976,43.3546109,
Kepler-402 d,288.3701976,43.3546109,
Kepler-124 c,286.7527322,49.0648788,
Kepler-253 d,291.8419337,44.858124,
Kepler-853 b,283.936781,49.1102748,
Kepler-883 b,286.433726,50.3002266,
Kepler-882 b,294.6500256,43.3356106,
Kepler-879 b,295.8065515,50.9097521,
Kepler-575 b,286.9638856,37.8296147,
Kepler-541 b,294.1496529,38.458207,
Kepler-542 b,292.2149697,38.5485469,
Kepler-520 b,293.1802903,41.6177408,
Kepler-153 b,282.460502,48.2570293,
Kepler-552 b,290.7476903,48.2419838,
Kepler-228 d,296.2860853,48.2246328,
Kepler-590 b,296.3855467,48.2334177,
Kepler-837 b,285.2467607,45.95011,
Kepler-836 b,287.4527659,45.7043964,
Kepler-834 b,287.0544674,45.1803351,
Kepler-200 b,284.4099503,41.2374928,
Kepler-200 b,284.4099503,41.2374928,
Kepler-201 b,293.626059,41.2728004,
Kepler-698 b,288.5099994,41.3017465,
Kepler-203 b,297.089959,41.3880686,
Kepler-276 c,293.568197,39.0363123,
Kepler-610 c,293.1713241,45.0655934,
Kepler-192 d,287.9179379,45.5928829,
Kepler-194 d,291.971429,47.8640498,
Kepler-195 c,288.1209339,47.9666141,
Kepler-198 d,290.6731326,38.6910045,
Kepler-114 b,294.121482,48.3497977,
Kepler-110 c,292.9291693,48.6028303,
Kepler-1013 b,290.2481023,44.4352935,
Kepler-218 b,295.4128785,46.2665801,
Kepler-223 c,298.3183909,47.2794824,
Kepler-227 c,291.9342748,48.141676,
Kepler-295 c,285.3458383,45.3677754,
Kepler-295 d,285.3458383,45.3677754,
Kepler-299 e,283.2070156,48.5805222,
KIC 9663113 b,297.0454037,46.3286653,
Kepler-87 c,297.9168433,46.9651146,
Kepler-787 b,291.6924773,38.5729105,
Kepler-275 c,292.4797004,38.5149018,
Kepler-415 c,293.8045041,38.6390517,
Kepler-831 b,294.9855607,42.7277355,
Kepler-228 b,296.2860853,48.2246328,
Kepler-235 e,286.0790779,39.278237,
Kepler-1480 b,291.9998055,49.3018321,
Kepler-1481 b,289.4390075,49.7312226,
Kepler-1033 b,283.8450963,44.6090251,
Kepler-39 b,296.9603348,46.0342954,
Kepler-734 b,297.0456122,46.0273893,
Kepler-736 b,285.3913092,46.1809293,
Kepler-216 c,293.7280695,46.1291139,
Kepler-562 b,290.1196007,46.2737393,
Kepler-217 b,293.0377331,46.2775223,
Kepler-772 b,291.423582,38.2165603,
Kepler-744 b,296.4960493,47.1827848,
Kepler-430 c,292.8085984,49.5794242,
Kepler-1563 b,288.5735936,51.4727698,
Kepler-1570 b,299.8617842,45.8274232,
Kepler-343 c,291.960662,42.4329567,
Kepler-975 b,290.54851,38.4952415,
Kepler-949 b,298.6079128,46.45366,
Kepler-600 b,283.8330588,41.9786358,
Kepler-243 b,285.1104819,42.0339619,
Kepler-162 c,297.2789115,43.7239693,
Kepler-286 c,290.6761874,48.2942362,
Kepler-947 b,294.3667312,42.2526408,
Kepler-343 b,291.960662,42.4329567,
Kepler-1021 b,295.2048999,42.5596699,
Kepler-1035 b,289.042243,42.8824991,
Kepler-978 b,286.7107166,43.0433585,
Kepler-259 b,288.2119707,46.6150461,
Kepler-687 b,289.3154576,39.1532911,
Kepler-687 b,289.3154576,39.1532911,
Kepler-235 b,286.0790779,39.278237,
Kepler-267 b,299.8305655,47.1575741,
Kepler-1550 b,287.7646113,38.2947076,
Kepler-1552 b,291.6768669,38.8749152,
Kepler-154 f,289.7805393,49.8965624,
Kepler-1512 b,289.2744976,44.4704056,
Kepler-320 b,293.2135155,46.1751457,
Kepler-990 c,297.9381813,46.8813194,
Kepler-143 b,298.0676519,49.412541,
Kepler-335 c,296.0642944,45.4285986,
Kepler-523 b,284.0611224,45.5068127,
Kepler-564 b,296.8383661,46.6263912,
Kepler-148 d,289.7861626,46.8588176,
Kepler-390 c,291.6288086,41.2088351,
Kepler-1583 b,286.3869335,47.0165188,
Kepler-1584 b,287.7626791,43.2743929,
Kepler-1587 b,292.6777294,49.6638666,
Kepler-1528 b,287.4029864,46.5740084,
Kepler-626 b,288.6986828,39.7082044,
Kepler-911 b,298.5891948,40.7506921,
Kepler-213 b,290.8241931,44.6472832,
Kepler-608 b,293.882901,44.6380717,
Kepler-498 b,290.3581592,44.5187225,
OGLE-TR-132 b,162.6440933,-61.9572476,362.3262
Kepler-738 b,287.5696516,46.5679011,
Kepler-258 b,294.0684116,46.5791357,
Kepler-1531 b,285.146622,39.3708055,
Kepler-609 b,292.2203009,44.6999902,
Kepler-259 c,288.2119707,46.6150461,
Kepler-148 c,289.7861626,46.8588176,
Kepler-29 c,298.348382,47.4913021,
Kepler-179 b,298.6636163,47.7619329,
Kepler-1483 b,295.4097409,42.1507935,
Kepler-1485 b,298.0954404,44.7370612,
Kepler-1486 b,290.5903907,45.4396955,
Kepler-920 c,284.2969363,49.1585983,
Kepler-1221 b,285.8223636,45.7118423,
Kepler-463 b,298.9368228,44.8578644,
OGLE-2018-BLG-1185L b,269.79275,-27.8350833,2.1
OGLE-2018-BLG-1185L b,269.79275,-27.8350833,8.4
Kepler-782 b,288.868246,47.75947,
Kepler-743 b,295.57423,42.8064255,
Kepler-749 b,299.8973341,43.9040667,
Kepler-751 b,294.8438103,44.0776872,
Kepler-906 b,291.4055614,40.1254254,
Kepler-279 b,287.391295,42.194822,
Kepler-1520 b,290.9662102,51.5047656,
CoRoT-24 b,101.922543,-3.7192892,5.7
KIC 10001893 c,287.3892308,46.9844491,
Kepler-645 b,290.3227098,44.0358625,
Kepler-187 c,299.7964955,44.0892448,
Kepler-433 b,297.5936232,40.9772546,
Kepler-79 d,300.5171067,44.3815508,6.0
Kepler-117 c,288.7930651,48.040176,
Kepler-482 b,296.8229326,48.1077628,
Kepler-267 b,299.8305655,47.1575741,
Kepler-899 b,297.4825612,40.6807412,
Kepler-154 b,289.7805393,49.8965624,
Kepler-308 c,295.7852423,40.4395753,
Kepler-110 b,292.9291693,48.6028303,
Kepler-198 b,290.6731326,38.6910045,
Kepler-81 c,293.6369437,42.8248275,
Kepler-248 b,293.0613138,43.5813577,
Kepler-293 b,286.3580611,42.4064917,
Kepler-293 b,286.3580611,42.4064917,
Kepler-827 b,294.9660027,42.7085608,
Kepler-101 b,283.255507,48.3552474,
Kepler-229 d,286.9994758,48.3757867,
Kepler-308 b,295.7852423,40.4395753,
Kepler-309 b,297.5098911,46.9614121,
Kepler-903 b,288.7710137,40.6641771,
Kepler-904 b,288.8229001,40.38901,
Kepler-933 b,289.5685257,43.5385438,
Kepler-935 b,295.0217193,46.6192011,
Kepler-940 b,294.2413053,47.2759642,
Kepler-941 b,294.3262617,47.2175461,
Kepler-576 b,295.1828896,38.6542028,
Kepler-157 c,291.0972257,38.8756049,
Kepler-147 c,287.9757213,39.087168,
Kepler-577 b,294.7119855,39.0737317,
Kepler-160 b,287.773573,42.8692755,
Kepler-178 d,287.1010275,46.8964033,
Kepler-183 b,293.5308112,39.3159329,
Kepler-193 c,296.4985951,46.5772484,
Kepler-341 c,289.8615609,43.4727412,
Kepler-985 b,290.144339,44.0498808,
Kepler-327 b,292.6422963,44.0876251,
Kepler-480 b,294.4639165,49.7650473,
Kepler-634 b,291.19509,40.7027352,
Kepler-1553 b,291.9191348,39.0221769,
Kepler-1555 b,287.6354587,45.7160327,
Kepler-1557 b,293.8813592,46.8388172,
Kepler-1178 b,288.4561183,45.8022258,
Kepler-79 b,300.5171067,44.3815508,
Kepler-472 b,296.5245187,39.2498503,
Kepler-514 b,286.2471739,50.2423694,
Kepler-132 c,283.23581,41.343037,
Kepler-132 b,283.23581,41.343037,
Kepler-1010 b,289.1926026,44.1493165,
Kepler-195 b,288.1209339,47.9666141,
Kepler-662 b,290.4650801,47.9291252,
Kepler-227 b,291.9342748,48.141676,
Kepler-1365 c,292.1996573,42.0459944,
Kepler-446 d,282.2501047,44.921002,
Kepler-159 b,297.0702037,40.868734,
Kepler-695 b,299.3160934,40.8223815,
Kepler-859 b,286.7418337,43.1901197,
Kepler-1024 b,291.9510277,38.2516419,
Kepler-350 c,285.4195845,39.7061009,
Kepler-319 c,288.8119782,39.7706431,
Kepler-1559 b,292.2866565,42.0725948,
Kepler-621 b,290.927245,39.9141166,
Kepler-80 b,296.1125759,39.9787451,
Kepler-691 b,288.8117314,40.0332311,
Kepler-955 b,288.4714969,40.2698157,
Kepler-40 b,296.8136883,47.5265446,673.7996
Kepler-40 b,296.8136883,47.5265446,
Kepler-194 c,291.971429,47.8640498,
Kepler-299 c,283.2070156,48.5805222,
Kepler-843 b,296.3219786,48.9714373,
Kepler-842 b,292.3285976,49.6535171,
Kepler-580 b,283.4997537,40.5528053,
Kepler-150 c,288.2341025,40.520897,
Kepler-612 b,291.3546278,45.7478551,
Kepler-254 b,288.1646541,45.8164257,
Kepler-31 b,294.0230229,45.8530535,
Kepler-1541 b,283.7870875,48.0296019,
Kepler-1542 b,285.7284757,42.6544651,
Kepler-1543 b,297.1242915,47.0369876,
Kepler-199 b,295.5594278,40.236249,
Kepler-631 b,296.885724,40.2281717,
Kepler-397 b,295.8940373,42.3805156,
Kepler-398 d,291.4688524,40.3437001,
Kepler-445 b,298.7363395,46.4991236,
Kepler-1571 b,300.9354067,45.5964836,
Kepler-889 b,291.467454,50.7595597,
Kepler-887 b,290.0907893,39.8169085,
Kepler-296 b,286.5400278,49.4372614,
Kepler-1502 b,296.1079271,39.3199201,
Kepler-1503 b,293.7271604,42.8067119,
Kepler-1508 b,298.1188802,40.3750316,
Kepler-1510 b,298.9591432,48.2578295,
Kepler-1512 b,289.2744976,44.4704056,
Kepler-518 b,287.090019,41.3737576,
Kepler-652 b,288.0080899,46.4736108,
Kepler-1576 b,289.0739641,40.3660239,
